source_config,condition,target_config,forced_value,relationship_type,file,line,function,code_snippet
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcphuff.c,718,encode_mcu_AC_first,if (entropy->restarts_to_go == 0) {       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->next_restart_num &= 7;     }
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcphuff.c,767,encode_mcu_DC_refine,if (entropy->restarts_to_go == 0) {       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->next_restart_num &= 7;     }
restarts_to_go,== 0,next_restart_num,7,DIRECT_OVERRIDE,jcphuff.c,998,encode_mcu_AC_refine,if (entropy->restarts_to_go == 0) {       entropy->restarts_to_go = cinfo->restart_interval;       entropy->next_restart_num++;       entropy->next_restart_num &= 7;     }
rowgroup_ctr,>= rowgroups_avail,buffer_full,FALSE,DIRECT_OVERRIDE,jdmainct.c,322,process_data_simple_main,if (main_ptr->rowgroup_ctr >= rowgroups_avail) {     main_ptr->buffer_full = FALSE;     main_ptr->rowgroup_ctr = 0;   }
scanLimit,> scan_no,isInstanceError,TRUE,DIRECT_OVERRIDE,turbojpeg.c,163,my_progress_monitor,"if (scan_no > myprog->this->scanLimit) {       SNPRINTF(myprog->this->errStr, JMSG_LENGTH_MAX,                ""Progressive JPEG image has more than %d scans"",                myprog->this->scanLimit); "
scanLimit,> scan_no,warning,FALSE,DIRECT_OVERRIDE,turbojpeg.c,163,my_progress_monitor,"if (scan_no > myprog->this->scanLimit) {       SNPRINTF(myprog->this->errStr, JMSG_LENGTH_MAX,                ""Progressive JPEG image has more than %d scans"",                myprog->this->scanLimit); "
subsamp,== TJSAMP_420,MCU_sample_width,"tjMCUWidth[this->subsamp] *
          this->scalingFactor.num / this->scalingFactor.denom *
          compptr->v_samp_factor / dinfo->max_v_samp_factor",DIRECT_OVERRIDE,turbojpeg.c,2245,,"if (this->subsamp == TJSAMP_420) {         /* When 4:2:0 subsampling is used with IDCT scaling, libjpeg will try            to be clever and use the IDCT to perform upsampling on the U and V          "
subsamp,== TJSAMP_420,_DCT_scaled_size,dctsize,DIRECT_OVERRIDE,turbojpeg.c,2245,,"if (this->subsamp == TJSAMP_420) {         /* When 4:2:0 subsampling is used with IDCT scaling, libjpeg will try            to be clever and use the IDCT to perform upsampling on the U and V          "
subsamp,== TJSAMP_GRAY,jpeg_compress_struct.comps_in_scan,1,DIRECT_OVERRIDE,turbojpeg.c,2467,setDecodeDefaults,if (this->subsamp == TJSAMP_GRAY) {     this->dinfo.num_components = this->dinfo.comps_in_scan = 1;     this->dinfo.jpeg_color_space = JCS_GRAYSCALE;   } else {     this->dinfo.num_components = this->
subsamp,== TJSAMP_GRAY,jpeg_compress_struct.jpeg_color_space,JCS_GRAYSCALE,DIRECT_OVERRIDE,turbojpeg.c,2467,setDecodeDefaults,if (this->subsamp == TJSAMP_GRAY) {     this->dinfo.num_components = this->dinfo.comps_in_scan = 1;     this->dinfo.jpeg_color_space = JCS_GRAYSCALE;   } else {     this->dinfo.num_components = this->
subsamp,== TJSAMP_GRAY,jpeg_compress_struct.num_components,this->dinfo.comps_in_scan = 1,DIRECT_OVERRIDE,turbojpeg.c,2467,setDecodeDefaults,if (this->subsamp == TJSAMP_GRAY) {     this->dinfo.num_components = this->dinfo.comps_in_scan = 1;     this->dinfo.jpeg_color_space = JCS_GRAYSCALE;   } else {     this->dinfo.num_components = this->
trace_level,== 0,completed_extra_passes,0,DIRECT_OVERRIDE,cdjpeg.c,67,,if (cinfo->err->trace_level == 0) {     progress->pub.progress_monitor = progress_monitor;     progress->completed_extra_passes = 0;     progress->total_extra_passes = 0;     progress->max_scans = 0; 
trace_level,== 0,max_scans,0,DIRECT_OVERRIDE,cdjpeg.c,67,,if (cinfo->err->trace_level == 0) {     progress->pub.progress_monitor = progress_monitor;     progress->completed_extra_passes = 0;     progress->total_extra_passes = 0;     progress->max_scans = 0; 
trace_level,== 0,percent_done,-1,DIRECT_OVERRIDE,cdjpeg.c,67,,if (cinfo->err->trace_level == 0) {     progress->pub.progress_monitor = progress_monitor;     progress->completed_extra_passes = 0;     progress->total_extra_passes = 0;     progress->max_scans = 0; 
trace_level,== 0,progress,&progress->pub,DIRECT_OVERRIDE,cdjpeg.c,67,,if (cinfo->err->trace_level == 0) {     progress->pub.progress_monitor = progress_monitor;     progress->completed_extra_passes = 0;     progress->total_extra_passes = 0;     progress->max_scans = 0; 
trace_level,== 0,progress_monitor,progress_monitor,DIRECT_OVERRIDE,cdjpeg.c,67,,if (cinfo->err->trace_level == 0) {     progress->pub.progress_monitor = progress_monitor;     progress->completed_extra_passes = 0;     progress->total_extra_passes = 0;     progress->max_scans = 0; 
trace_level,== 0,report,FALSE,DIRECT_OVERRIDE,cdjpeg.c,67,,if (cinfo->err->trace_level == 0) {     progress->pub.progress_monitor = progress_monitor;     progress->completed_extra_passes = 0;     progress->total_extra_passes = 0;     progress->max_scans = 0; 
trace_level,== 0,total_extra_passes,0,DIRECT_OVERRIDE,cdjpeg.c,67,,if (cinfo->err->trace_level == 0) {     progress->pub.progress_monitor = progress_monitor;     progress->completed_extra_passes = 0;     progress->total_extra_passes = 0;     progress->max_scans = 0; 
transform,== JXFORM_DROP,drop_height,0,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_DROP
transform,== JXFORM_DROP,drop_height,(info->crop_height - dtemp + itemp - 1) / itemp,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_DROP
transform,== JXFORM_DROP,drop_height,(info->crop_height - dtemp) / itemp,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_DROP
transform,== JXFORM_WIPE,drop_height,"(JDIMENSION)jdiv_round_up
        ((long)(info->crop_height + (yoffset % info->iMCU_sample_height)),
         (long)info->iMCU_sample_height)",CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_WIPE
transform,== JXFORM_DROP,drop_width,0,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_DROP
transform,== JXFORM_DROP,drop_width,(info->crop_width - dtemp + itemp - 1) / itemp,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_DROP
transform,== JXFORM_DROP,drop_width,(info->crop_width - dtemp) / itemp,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_DROP
transform,== JXFORM_WIPE,drop_width,"(JDIMENSION)jdiv_round_up
        ((long)(info->crop_width + (xoffset % info->iMCU_sample_width)),
         (long)info->iMCU_sample_width)",CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case JXFORM_WIPE
transform,== default,jpeg_decompress_struct.output_height,info->crop_height,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case default
transform,== default,jpeg_decompress_struct.output_height,info->crop_height + (yoffset % info->iMCU_sample_height),CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case default
transform,== default,jpeg_decompress_struct.output_width,info->crop_width,CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case default
transform,== default,jpeg_decompress_struct.output_width,info->crop_width + (xoffset % info->iMCU_sample_width),CASCADE,transupp.c,1643,jtransform_request_workspace,switch(transform) case default
using_merged_upsample,&& cinfo->max_v_samp_factor == 2,out_row_width,cinfo->output_width * cinfo->out_color_components,DIRECT_OVERRIDE,jdapistd.c,254,,if (master->using_merged_upsample && cinfo->max_v_samp_factor == 2) {     my_merged_upsample_ptr upsample = (my_merged_upsample_ptr)cinfo->upsample;     upsample->out_row_width =       cinfo->output_w
w,!= 0,crop_width,t[i].r.w,DIRECT_OVERRIDE,turbojpeg.c,2929,,if (t[i].r.w != 0) {         xinfo[i].crop_width = t[i].r.w;  xinfo[i].crop_width_set = JCROP_POS;       } else         xinfo[i].crop_width = JCROP_UNSET;
w,!= 0,crop_width_set,JCROP_POS,DIRECT_OVERRIDE,turbojpeg.c,2929,,if (t[i].r.w != 0) {         xinfo[i].crop_width = t[i].r.w;  xinfo[i].crop_width_set = JCROP_POS;       } else         xinfo[i].crop_width = JCROP_UNSET;
